city,timestamp,temperature,season
New York,2010-01-01,-5.174970868966717,winter
New York,2010-01-02,4.555188832856801,winter
New York,2010-01-03,-0.17454790701287828,winter
New York,2010-01-04,-1.819969817855437,winter
New York,2010-01-05,5.406727845764908,winter
New York,2010-01-06,5.767873577111247,winter
New York,2010-01-07,-4.712957882423325,winter
New York,2010-01-08,8.761522115701515,winter
New York,2010-01-09,1.5978290172599072,winter
New York,2010-01-10,5.307403751536988,winter
New York,2010-01-11,-1.7569184759498149,winter
New York,2010-01-12,-2.8715913931134103,winter
New York,2010-01-13,-13.390555131220982,winter
New York,2010-01-14,-8.533492557383285,winter
New York,2010-01-15,-5.946529140844127,winter
New York,2010-01-16,5.725564910728468,winter
New York,2010-01-17,1.204862175224628,winter
New York,2010-01-18,-7.5333652743475445,winter
New York,2010-01-19,3.1693104593118444,winter
New York,2010-01-20,-1.0836937274331038,winter
New York,2010-01-21,0.7823191676400855,winter
New York,2010-01-22,0.37131476382376527,winter
New York,2010-01-23,-1.611262184049139,winter
New York,2010-01-24,2.83827316958961,winter
New York,2010-01-25,-2.7406554362237916,winter
New York,2010-01-26,-0.8097863838522412,winter
New York,2010-01-27,-2.877332286472363,winter
New York,2010-01-28,-5.892460831917048,winter
New York,2010-01-29,4.330415911806699,winter
New York,2010-01-30,2.151618315983266,winter
New York,2010-01-31,-4.881758225282339,winter
New York,2010-02-01,-1.3718797927439519,winter
New York,2010-02-02,-2.4487936347431667,winter
New York,2010-02-03,6.368237618565567,winter
New York,2010-02-04,2.68406585493198,winter
New York,2010-02-05,-5.211556154794308,winter
New York,2010-02-06,1.504614365538595,winter
New York,2010-02-07,0.33477898137183987,winter
New York,2010-02-08,0.35571541167957477,winter
New York,2010-02-09,-1.0636333258595307,winter
New York,2010-02-10,9.70094445068244,winter
New York,2010-02-11,-3.642659144219871,winter
New York,2010-02-12,1.3886754239631738,winter
New York,2010-02-13,-1.5283331942208391,winter
New York,2010-02-14,3.1715514871885677,winter
New York,2010-02-15,-0.2718011517677315,winter
New York,2010-02-16,-1.0835074740544672,winter
New York,2010-02-17,-3.203105957541301,winter
New York,2010-02-18,2.0410292628479225,winter
New York,2010-02-19,-6.527629316194922,winter
New York,2010-02-20,9.617117489632154,winter
New York,2010-02-21,4.255161420512755,winter
New York,2010-02-22,-7.422839598708894,winter
New York,2010-02-23,0.08222824850687677,winter
New York,2010-02-24,0.06983413173090336,winter
New York,2010-02-25,-2.891722154440974,winter
New York,2010-02-26,-6.132605079688148,winter
New York,2010-02-27,4.404673153042158,winter
New York,2010-02-28,-1.6815282347946803,winter
New York,2010-03-01,1.4944718584738386,spring
New York,2010-03-02,7.5799571619321,spring
New York,2010-03-03,6.63118060753979,spring
New York,2010-03-04,21.833232238189517,spring
New York,2010-03-05,11.987194350790352,spring
New York,2010-03-06,9.650575997624653,spring
New York,2010-03-07,10.73600793533227,spring
New York,2010-03-08,13.580899760925513,spring
New York,2010-03-09,16.02428127627826,spring
New York,2010-03-10,11.578159841050468,spring
New York,2010-03-11,17.104007638769367,spring
New York,2010-03-12,10.802310650144495,spring
New York,2010-03-13,13.930883123500347,spring
New York,2010-03-14,14.846014653983403,spring
New York,2010-03-15,9.213552432291372,spring
New York,2010-03-16,13.46981969433282,spring
New York,2010-03-17,3.1221010357775505,spring
New York,2010-03-18,8.176659876558972,spring
New York,2010-03-19,13.52790896674911,spring
New York,2010-03-20,8.784423038282476,spring
New York,2010-03-21,7.793703295530298,spring
New York,2010-03-22,6.811468145435256,spring
New York,2010-03-23,4.1991479447812,spring
New York,2010-03-24,12.28700575497711,spring
New York,2010-03-25,18.29097113155656,spring
New York,2010-03-26,19.52010613807127,spring
New York,2010-03-27,12.199781033490352,spring
New York,2010-03-28,12.753605509897383,spring
New York,2010-03-29,14.2392660742105,spring
New York,2010-03-30,3.515465148306278,spring
New York,2010-03-31,2.7336691715908215,spring
New York,2010-04-01,11.013861400989917,spring
New York,2010-04-02,24.00875530275471,spring
New York,2010-04-03,15.480578624491955,spring
New York,2010-04-04,16.359645583352787,spring
New York,2010-04-05,4.621076194371464,spring
New York,2010-04-06,10.46045302007346,spring
New York,2010-04-07,13.449172125912686,spring
New York,2010-04-08,11.913807904715172,spring
New York,2010-04-09,17.87522786421752,spring
New York,2010-04-10,15.202060407419776,spring
New York,2010-04-11,12.791512922754505,spring
New York,2010-04-12,9.571645027233874,spring
New York,2010-04-13,18.266956304876487,spring
New York,2010-04-14,1.7314164552659221,spring
New York,2010-04-15,6.423098299267327,spring
New York,2010-04-16,5.57994089916482,spring
New York,2010-04-17,14.628460372747629,spring
New York,2010-04-18,14.150531177952937,spring
New York,2010-04-19,5.477593474617194,spring
New York,2010-04-20,8.170283486290407,spring
New York,2010-04-21,8.84139297414302,spring
New York,2010-04-22,5.796410059923244,spring
New York,2010-04-23,19.18878915023452,spring
New York,2010-04-24,13.54029331170838,spring
New York,2010-04-25,16.701512069903437,spring
New York,2010-04-26,10.174836607596667,spring
New York,2010-04-27,7.1349271565202965,spring
New York,2010-04-28,-3.474698070162141,spring
New York,2010-04-29,17.218622865997606,spring
New York,2010-04-30,10.978065142810541,spring
New York,2010-05-01,13.289613798612464,spring
New York,2010-05-02,7.400586254602847,spring
New York,2010-05-03,20.935938387987616,spring
New York,2010-05-04,17.269850774358915,spring
New York,2010-05-05,2.783708685828606,spring
New York,2010-05-06,15.289110923201033,spring
New York,2010-05-07,9.205033450148404,spring
New York,2010-05-08,15.123807250381034,spring
New York,2010-05-09,15.010334410438599,spring
New York,2010-05-10,14.06125012956961,spring
New York,2010-05-11,-0.6995616582703832,spring
New York,2010-05-12,6.233458822862331,spring
New York,2010-05-13,6.310331646003107,spring
New York,2010-05-14,4.2538344078933745,spring
New York,2010-05-15,4.935855901595292,spring
New York,2010-05-16,9.222056536692204,spring
New York,2010-05-17,10.951892934992054,spring
New York,2010-05-18,2.1339096766041665,spring
New York,2010-05-19,2.198437029104169,spring
New York,2010-05-20,19.209151272848935,spring
New York,2010-05-21,11.020718204932814,spring
New York,2010-05-22,7.798000049171293,spring
New York,2010-05-23,0.332113797416282,spring
New York,2010-05-24,16.461176353281825,spring
New York,2010-05-25,8.905949616905572,spring
New York,2010-05-26,16.606293234517164,spring
New York,2010-05-27,14.138387096209707,spring
New York,2010-05-28,-1.4409884156736226,spring
New York,2010-05-29,16.01268626656853,spring
New York,2010-05-30,9.007245621452187,spring
New York,2010-05-31,3.0253839706648575,spring
New York,2010-06-01,33.75181443619742,summer
New York,2010-06-02,20.89679255143742,summer
New York,2010-06-03,28.33575652404299,summer
New York,2010-06-04,27.520573567782456,summer
New York,2010-06-05,28.39767135768334,summer
New York,2010-06-06,27.261498046309395,summer
New York,2010-06-07,25.29625916699775,summer
New York,2010-06-08,29.363489321427302,summer
New York,2010-06-09,31.25035393921113,summer
New York,2010-06-10,16.968665616169424,summer
New York,2010-06-11,28.455662106615545,summer
New York,2010-06-12,26.23964174964996,summer
New York,2010-06-13,24.796335208000997,summer
New York,2010-06-14,10.929043279799407,summer
New York,2010-06-15,19.07479529233906,summer
New York,2010-06-16,24.484687320183312,summer
New York,2010-06-17,24.92356973841315,summer
New York,2010-06-18,29.18325750936419,summer
New York,2010-06-19,22.633264105891577,summer
New York,2010-06-20,25.23193318504748,summer
New York,2010-06-21,24.645161622605837,summer
New York,2010-06-22,17.777202448052037,summer
New York,2010-06-23,26.067385786988844,summer
New York,2010-06-24,21.456143479780724,summer
New York,2010-06-25,26.177065656464496,summer
New York,2010-06-26,28.85795069586714,summer
New York,2010-06-27,22.318835944325116,summer
New York,2010-06-28,24.128433560328624,summer
New York,2010-06-29,26.741745475462068,summer
New York,2010-06-30,23.76454200499108,summer
New York,2010-07-01,27.58403473511149,summer
New York,2010-07-02,20.14584609803712,summer
